,classifier,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99
accuracy,0.9140568099053168,0.8868657441126487,0.8868657441126487,0.8868657441126487,0.8868657441126487,0.8868657441126487,0.8868657441126487,0.8925305494861212,0.9003803512179331,0.9004612770089827,0.9015133122926277,0.9046694181435624,0.9053977502630088,0.9055596018451081,0.9062879339645545,0.9062070081735049,0.9081492271586955,0.9083920045318443,0.9086347819049931,0.9081492271586955,0.9080683013676458,0.9081492271586955,0.9083110787407946,0.9086347819049931,0.9086347819049931,0.9086347819049931,0.9087157076960427,0.908877559278142,0.9090394108602412,0.90928218823339,0.909686817188638,0.90928218823339,0.90928218823339,0.9096058913975884,0.9114671845917294,0.9108197782633325,0.9109007040543822,0.9107388524722829,0.9108197782633325,0.9109816298454317,0.9109816298454317,0.911143481427531,0.9115481103827789,0.9118718135469774,0.9116290361738286,0.9117908877559278,0.9117099619648782,0.9116290361738286,0.9116290361738286,0.9117099619648782,0.9113862588006798,0.9115481103827789,0.9118718135469774,0.9117908877559278,0.9118718135469774,0.9120336651290767,0.9120336651290767,0.9121145909201263,0.9122764425022255,0.9124382940843246,0.9122764425022255,0.9121955167111758,0.9122764425022255,0.9125192198753743,0.9124382940843246,0.9126001456664239,0.9125192198753743,0.9129238488306223,0.9128429230395727,0.9127619972485231,0.9128429230395727,0.9133284777858703,0.9127619972485231,0.9127619972485231,0.9128429230395727,0.9129238488306223,0.9129238488306223,0.9129238488306223,0.9130857004127215,0.9132475519948208,0.9128429230395727,0.9131666262037711,0.9130857004127215,0.9134903293679696,0.9130857004127215,0.9126810714574735,0.9128429230395727,0.9124382940843246,0.9124382940843246,0.9125192198753743,0.913004774621672,0.9126810714574735,0.9134094035769199,0.9136521809500688,0.9133284777858703,0.9134094035769199,0.9135712551590192,0.9136521809500688,0.9137331067411184,0.9140568099053168,0.9140568099053168
f1,0.5522765598650927,0.0,0.0,0.0,0.0,0.0,0.0,0.12401055408970978,0.2579867389993972,0.259927797833935,0.2768865121806298,0.3448275862068965,0.35804503020318507,0.36541598694942906,0.3833865814696486,0.39666840187402397,0.4276348966212809,0.4578544061302682,0.46058289536550406,0.46131941148552447,0.46110056925996207,0.4618302513039355,0.4653138272770175,0.4692054536906441,0.4692054536906441,0.4692054536906441,0.4733893557422969,0.4723523898781631,0.47476635514018695,0.4769015398973402,0.4959349593495934,0.4897587619481111,0.4902228285584357,0.49571106094808126,0.5205959684487291,0.5149647887323944,0.5156181258249011,0.5143108762659621,0.5179352580927383,0.5200698080279232,0.5204882301656495,0.5217770034843205,0.5254016500217108,0.5267275097783573,0.5264527320034692,0.5273200346921075,0.5266811279826463,0.5260416666666666,0.525629887054735,0.5258583224684921,0.523291249455812,0.5237472766884531,0.5263157894736842,0.5252613240418118,0.5259033521985198,0.5267740531127557,0.5267740531127557,0.527415143603133,0.5278745644599302,0.5287456445993032,0.5278745644599302,0.5272331154684096,0.5282854656222802,0.5302042590178182,0.5303819444444444,0.5324675324675324,0.5326415910073498,0.5350043215211754,0.5351747949935262,0.534943917169974,0.5351747949935262,0.5377643504531722,0.5353448275862068,0.5369415807560137,0.5375697724345213,0.5374032674118658,0.5374032674118658,0.5374032674118658,0.538659793814433,0.5399141630901287,0.5391527599486521,0.5420401195049083,0.5414175918018788,0.5452998723947257,0.5425894378194207,0.5414364640883977,0.5430632159524821,0.5399659863945578,0.5399659863945578,0.5405864853378666,0.5415778251599148,0.5402641670217299,0.5454545454545455,0.5457641549595573,0.5463786531130876,0.5469940728196443,0.5482233502538071,0.5499789118515394,0.549831081081081,0.5534062237174096,0.5522765598650927
statistical_parity_difference,0.13118713598766057,0.0,0.0,0.0,0.0,0.0,0.0,0.028505113114657088,0.05197967353187655,0.051729840087506127,0.05292961330459732,0.0639929158975201,0.065026133485031,0.06352713281880848,0.07207372735272952,0.06849278131675349,0.07807259343818543,0.08702006685132548,0.08660367777737477,0.09133500302568108,0.09125172521089094,0.0911684473961008,0.0932842765758835,0.0926180540575624,0.0926180540575624,0.0926180540575624,0.09136888683571029,0.09203510935403142,0.09153544246529058,0.09128560902092016,0.09421870615387258,0.08973721434993673,0.08957065872035644,0.09413542833908244,0.08855581474814306,0.08938859289604446,0.09225392240893847,0.0894718707108346,0.0882227034889825,0.08772303660024167,0.09050508829834553,0.0991843546518176,0.09860140994828662,0.0987679655778669,0.0983515765039162,0.0983515765039162,0.09843485431870634,0.1014667394611806,0.10163329509076088,0.10171657290555101,0.10204968416471158,0.09926763246660773,0.09893452120744718,0.0991843546518176,0.10204968416471158,0.09910107683702746,0.10204968416471158,0.10196640634992143,0.10508156930718586,0.10508156930718586,0.10213296197950171,0.10221623979429185,0.10196640634992143,0.11940821687165577,0.11915838342728535,0.12455593119391276,0.12430609774954234,0.11832560527938396,0.11807577183501354,0.1179924940202234,0.11807577183501354,0.11807577183501354,0.12077454571832723,0.12010832320000611,0.12297365271290009,0.12027487882958639,0.12027487882958639,0.12027487882958639,0.12305693052769023,0.12289037489810994,0.12230743019457897,0.12180776330583813,0.12189104112062828,0.12409014811520112,0.12433998155957154,0.12687219981330497,0.12948769588182857,0.12695547762809511,0.12695547762809511,0.1298208071409891,0.13048702965931025,0.13032047402972996,0.12973752932619897,0.13015391840014967,0.1321031919503521,0.13201991413556197,0.13185335850598168,0.1312704138024507,0.13152024724682113,0.13068746909891973,0.13118713598766057
equal_opportunity_difference,0.1705143447919359,0.0,0.0,0.0,0.0,0.0,0.0,0.07359007495476867,0.12755750840010338,0.12604807443783922,0.1276712328767123,0.11291806668389762,0.11529594210390279,0.10774877229258203,0.118542258981649,0.10269320237787538,0.12805376066166968,0.15956577927112947,0.15654691134660115,0.15352804342207288,0.15352804342207288,0.15277332644094077,0.16269837167226675,0.15817006978547432,0.15817006978547432,0.15817006978547432,0.15213233393641773,0.15439648487981394,0.15137761695528562,0.1491134660118894,0.14934091496510726,0.14318945463944166,0.1424347376583096,0.14934091496510726,0.11537865081416387,0.12217110364435257,0.12141638666322052,0.12292582062548463,0.11688808477642804,0.11386921685189977,0.11311449987076766,0.12605841302662185,0.12153011113982937,0.12077539415869731,0.1200206771775652,0.11926596019643315,0.1200206771775652,0.12077539415869731,0.12153011113982937,0.12153011113982937,0.12454897906435769,0.12454897906435769,0.12153011113982937,0.12303954510209353,0.12228482812096148,0.12153011113982937,0.12153011113982937,0.12077539415869731,0.13522874127681572,0.13447402429568367,0.12077539415869731,0.12153011113982937,0.1200206771775652,0.17556991470664252,0.1748151977255104,0.18624967691910055,0.1854949599379685,0.16877746187645382,0.16802274489532176,0.16802274489532176,0.16802274489532176,0.16575859395192555,0.16726802791418965,0.1642491599896614,0.17794779012664774,0.1642491599896614,0.1642491599896614,0.1642491599896614,0.17719307314551563,0.17568363918325153,0.17492892220211942,0.17115533729645904,0.17191005427759115,0.1810803825277849,0.18409925045231323,0.18409925045231323,0.19628844662703543,0.1856086844145774,0.1856086844145774,0.1848539674334453,0.1856086844145774,0.18636340139570945,0.18032566554665286,0.1810803825277849,0.17806151460325664,0.17730679762212453,0.17579736365986037,0.1727784957353321,0.17353321271646416,0.16825019384853962,0.1705143447919359
average_abs_odds_difference,0.11864524527893112,0.0,0.0,0.0,0.0,0.0,0.0,0.04124695010573739,0.07087098525385924,0.0700694649403299,0.07069383083017737,0.06897231124385717,0.06983362562707889,0.06568561406224037,0.07409710249140648,0.06514290087677982,0.07879231423842471,0.09401975112618982,0.0924635138315284,0.09420284161588323,0.09415603828348595,0.0937786797929199,0.09855398907899383,0.09619623147080308,0.09619623147080308,0.09619623147080308,0.09284974021949392,0.09421583235317836,0.09261279172611966,0.09148071625442156,0.09190832829721651,0.08725502059347148,0.0868308587705082,0.09186152496481924,0.07385071957660767,0.0772937493240993,0.07877478836882909,0.07767110781466532,0.07432461656335615,0.0727215759362975,0.07415581164862999,0.08434456329714872,0.0820336090213552,0.08179666052798099,0.08123208870782586,0.0809015335496571,0.08127889204022312,0.083514648066085,0.0839388098890483,0.08398561322144556,0.08549504718370972,0.08373025631320843,0.08222082235094427,0.08302234266447361,0.0845033817092034,0.08231442901573881,0.08417282655103463,0.0837954680604686,0.09111574828432234,0.09078519312615357,0.08388907472526314,0.08426643321582916,0.08346491290229982,0.1149563267374301,0.11448536158206951,0.12196739204936587,0.1214964268940053,0.11137288699274668,0.11090192183738612,0.11085511850498886,0.11090192183738612,0.10991025636287982,0.11228935421732135,0.11059270692546816,0.11744202199396134,0.11068631359026268,0.11068631359026268,0.11068631359026268,0.1171582701681898,0.11640355318705775,0.1157453747021081,0.11381177891688064,0.1141891374074467,0.11868069486774904,0.12014332549761594,0.12176770637092543,0.12781550112588927,0.12247562001966024,0.12247562001966024,0.12395665906439,0.12466164088173692,0.12489858937511115,0.12192652478298013,0.12249109660313522,0.12246563351698878,0.12208827502642272,0.12133355804529064,0.1196837140858347,0.12015467924119526,0.1173727598100412,0.11864524527893112
disparate_impact,1.0103080500643025,,,,,,,1.4492454584148842,1.2933004709534612,1.2806687240475607,1.239524927432815,1.1294021645227807,1.101037632108586,1.055803790284437,1.0845327287595583,0.9916937198997733,1.0041905653647871,0.9670472923008273,0.9592772454388954,0.9808771525098794,0.9793585493326893,0.9778422488147254,0.9837161095640696,0.9718288967800232,0.9718288967800232,0.9718288967800232,0.9499142140746286,0.9615422520697477,0.952808572100993,0.9484701705023949,0.9109562784816558,0.8938227644592317,0.8911453866885153,0.9096430806566953,0.8253694812080464,0.8375055524902721,0.8555240579929506,0.8387272997405945,0.8205559941764989,0.8133789298761355,0.8302062500086607,0.883583188549384,0.8752745354103668,0.8776414004206331,0.8717347087052427,0.8717347087052427,0.8729132592246871,0.8920816537267481,0.8944485187370143,0.8956340553311158,0.9003903068657653,0.884775794534507,0.8800138807742635,0.883583188549384,0.9003903068657653,0.8823920031792308,0.9003903068657653,0.8991991214956121,0.9193062447947067,0.9193062447947067,0.9015829128508882,0.902776942843496,0.8991991214956121,0.998087122647821,0.994509301299937,1.0196116616910205,1.0160634616349231,0.9826748436529343,0.9791516456456173,0.9779799993487265,0.9791516456456173,0.9791516456456173,0.9918476015650766,0.9825343794184088,0.9973494652035495,0.9848545660741059,0.9848545660741059,0.9848545660741059,0.9985088856232843,0.9961913874829217,0.9881221794344746,0.9812571639147945,0.982398065350586,0.9879058930704865,0.9913053297719505,1.0011640481523,1.0119645851600163,1.0022946305225862,1.0022946305225862,1.0164792655145427,1.0255702372157947,1.0232897345170695,1.0153486831442566,1.021014420679934,1.022578142656117,1.0214564375469166,1.0192167949534119,1.011417312518588,1.0147525018247263,1.0036781915256328,1.0103080500643025
theil_index,0.07197427191975592,0.12006166764079827,0.12006166764079827,0.12006166764079827,0.12006166764079827,0.12006166764079827,0.12006166764079827,0.11235543451123321,0.10233191944395899,0.10218654583450457,0.10079923097622352,0.09519625565741456,0.09400386067180376,0.09337784941612882,0.0917369550465988,0.09058666901125603,0.08739102957878438,0.08423151781261308,0.08391051864456694,0.08386765061929823,0.0838984807256996,0.08381050691449317,0.08340595226438127,0.08293994951088758,0.08293994951088758,0.08293994951088758,0.08245163374472066,0.08256197033471943,0.08227191357620388,0.08200845193037981,0.07967850960547526,0.08046132485744287,0.080403891125502,0.07970864016373694,0.07643197213214808,0.07718824230744932,0.07710087539599854,0.07727561684435665,0.07678491429161813,0.07649496645730011,0.07643730463630405,0.07626271601053307,0.07576874429113976,0.07559264056663875,0.07562386784042384,0.07550704856334287,0.07559427287214891,0.07568150478097362,0.07573913273743497,0.07570950908468968,0.07605852517299896,0.07599922353150437,0.07565022546743924,0.07579504480833357,0.07570780135082324,0.075590893410098,0.07559089341009799,0.07550366741304798,0.07544429140668393,0.07532737360613405,0.07544429140668393,0.07553151288335326,0.07538676933048452,0.07512516649443512,0.07509730993852948,0.07480788755934215,0.07477994068175955,0.07445930580156802,0.07443137129676743,0.07446094917797834,0.07443137129676743,0.0740812380181549,0.07440338712474212,0.07417304944495325,0.07408595053808162,0.07411402453892135,0.07411402453892135,0.07411402453892135,0.07393984322725286,0.07376569221411197,0.07385549155788976,0.07344964168548118,0.07353668355826871,0.07298633492145755,0.07336376764776796,0.07351050635219743,0.07327872375709545,0.07371391895808582,0.07371391895808582,0.07362686478438811,0.0735084538717392,0.07368363514997844,0.0729580748463498,0.07292754929784753,0.0728144233823731,0.07272744702657692,0.07255351697751225,0.0722935483243523,0.07232195961126668,0.07180131099161925,0.07197427191975592
