,classifier,T0,T1,T2,T3,T4,T5,T6,T7,T8
accuracy,0.5933333333333334,0.63,0.62,0.6066666666666667,0.6366666666666667,0.64,0.6433333333333333,0.6233333333333333,0.61,0.5933333333333334
f1,0.35789473684210527,0.26490066225165565,0.3372093023255814,0.31395348837209297,0.38418079096045193,0.3571428571428571,0.37426900584795325,0.3687150837988827,0.4060913705583757,0.35789473684210527
statistical_parity_difference,-0.05688016206950297,-0.05828268661368241,-0.03475144148355935,-0.019167835437120195,-0.026180458158017728,-0.05407511298114387,-0.10191678354371203,-0.03210222845566457,-0.0542309490416083,-0.05688016206950297
equal_opportunity_difference,-0.040909090909090895,0.03376623376623378,0.0688311688311688,0.08311688311688303,0.0941558441558441,0.0331168831168831,-0.0357142857142857,0.014285714285714346,-0.008441558441558472,-0.040909090909090895
average_abs_odds_difference,0.05541134042705137,0.1150763611879087,0.12730639352791745,0.12875404250109668,0.1438964609624468,0.10198656410361046,0.10898047357198964,0.04956233868252724,0.056263198702318884,0.05541134042705137
disparate_impact,-0.08062649434263068,-0.06977839219233148,-0.045135658645290296,-0.024797158078955623,-0.03467839751085899,-0.06937927025528298,-0.13418993726472023,-0.04296802773874689,-0.07943942249331204,-0.08062649434263068
theil_index,0.2430455402359045,0.14869134158628058,0.19244773729481443,0.20065066250854158,0.19121625986948756,0.17298365889181763,0.17630593176469483,0.20321453432636513,0.24546788946043416,0.2430455402359045
