,classifier,T0,T1,T2
accuracy,0.6966666666666667,0.7366666666666667,0.7433333333333333,0.6966666666666667
f1,0.7964205816554809,0.8271334792122539,0.8269662921348315,0.7964205816554809
statistical_parity_difference,-0.16534206015271935,-0.1045659965716067,-0.15568022440392715,-0.16534206015271935
equal_opportunity_difference,-0.1774042950513539,-0.07002801120448188,-0.10457516339869277,-0.1774042950513539
average_abs_odds_difference,0.13870214752567694,0.10168067226890759,0.15784313725490196,0.13870214752567694
disparate_impact,-0.22480527276483733,-0.13366458920955912,-0.21297081511783467,-0.22480527276483733
theil_index,0.1844593632570892,0.14176439010564615,0.15688678012369994,0.1844593632570892
