,classifier,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28
accuracy,0.7033333333333334,0.6233333333333333,0.5766666666666667,0.64,0.59,0.6466666666666666,0.64,0.6766666666666666,0.7033333333333334,0.6666666666666666,0.6366666666666667,0.6733333333333333,0.65,0.67,0.6733333333333333,0.6433333333333333,0.6633333333333333,0.6866666666666666,0.6833333333333333,0.6933333333333334,0.6733333333333333,0.68,0.6833333333333333,0.6833333333333333,0.7,0.6966666666666667,0.6966666666666667,0.7066666666666667,0.6933333333333334,0.7033333333333334
f1,0.8043956043956044,0.7353629976580798,0.6576819407008088,0.7534246575342466,0.6870229007633588,0.7523364485981309,0.7488372093023257,0.7820224719101124,0.7935034802784222,0.7777777777777778,0.7447306791569086,0.7822222222222222,0.7563805104408353,0.7804878048780489,0.7782805429864252,0.7551487414187643,0.7688787185354692,0.7947598253275111,0.7855530474040633,0.7982456140350876,0.78125,0.7857142857142857,0.7855530474040633,0.7912087912087912,0.8017621145374451,0.8026030368763557,0.7955056179775281,0.8103448275862069,0.7991266375545851,0.8043956043956044
statistical_parity_difference,-0.04627197413618911,-0.02889472620731459,-0.009294807031723584,-0.022731865023236986,0.03334006870074768,-0.048999797938977574,-0.058900788037987484,-0.027076177005455726,-0.003232976358860329,-0.06698322893513842,-0.02889472620731459,-0.0518286522529805,-0.033542129723176384,0.0038391594261466544,-0.042533845221256805,-0.0026267932915740033,-0.06324510002020611,-0.01565972923822989,-0.07779349363507782,-0.06637704586785209,-0.026773085471812563,0.0035360678925034916,-0.03232976358860373,0.05981006263891697,-0.026166902404526238,-0.045665791068902784,0.018387553041018356,-0.015053546170943566,0.014649424126086052,-0.04627197413618911
equal_opportunity_difference,-0.06299376299376303,-0.02016632016632014,-0.04937629937629939,-0.0077962577962576995,-0.004365904365904338,-0.047193347193347224,-0.06933471933471924,-0.04646569646569643,0.018087318087318116,-0.053222453222453225,-0.055821205821205755,-0.037837837837837784,-0.016424116424116453,0.028586278586278602,0.011330561330561317,-0.05207900207900207,-0.09449064449064448,0.010187110187110271,-0.0907484407484408,-0.0340956340956341,-0.008939708939708968,0.006444906444906473,-0.024324324324324298,0.11226611226611227,-0.0340956340956341,-0.05436590436590427,0.04397089397089404,0.013929313929313958,0.003430353430353472,-0.06299376299376303
average_abs_odds_difference,0.046648396648396706,0.025234675234675208,0.08192720692720695,0.022416647416647395,0.07373177373177373,0.0353811853811854,0.040559615559615514,0.04764362264362265,0.01325241325241322,0.06364826364826365,0.05568838068838061,0.04669669669669668,0.029255829255829258,0.026919401919401897,0.06963834463834462,0.090012565012565,0.06576384076384073,0.026979076979076977,0.05126647626647629,0.06923636923636922,0.02298837298837303,0.01837396837396843,0.018054418054418042,0.06875931875931873,0.03219933219933224,0.029708204708204677,0.025352450352450373,0.02885017885017882,0.037910462910462905,0.046648396648396706
disparate_impact,-0.05795422933957935,-0.04079869780159692,-0.01770298300694755,-0.030471583645747216,0.05505058979241482,-0.06921943564251622,-0.08264245597465687,-0.03522972109216434,-0.004452491006787967,-0.08610676794517448,-0.04079869780159692,-0.0663848888719599,-0.04653958261756684,0.004835230186397576,-0.05627946760161984,-0.0035201769359002907,-0.08601839359135445,-0.019239717158888885,-0.10337835445383507,-0.08317564713631567,-0.03438548296688373,0.004510607557349879,-0.04248614546928406,0.07323662430699923,-0.032760787239881864,-0.05578939163003718,0.023680523665070098,-0.018049063647190076,0.017882945578873186,-0.05795422933957935
theil_index,0.15633070354454814,0.25919306898982947,0.4062246600311314,0.2273743562928514,0.3501789332986297,0.241235905958398,0.2421247871404855,0.19064489207497312,0.19709638648365793,0.18831750944854195,0.24998181077640833,0.1840388231487892,0.23345820579172066,0.18441960121702738,0.19809968696749716,0.22698431265726773,0.21361169824132029,0.16170938751848696,0.18977812734899582,0.1609442324026852,0.18754664857512654,0.183241386584071,0.1897781273489958,0.16897168556083894,0.16013279098569624,0.15035804656412902,0.1776076410299585,0.13912872340558788,0.15753380209342707,0.15633070354454814
