,classifier,T0,T1,T2
accuracy,0.79,0.8,0.7866666666666666,0.79
f1,0.41121495327102797,0.5774647887323944,0.36000000000000004,0.41121495327102797
statistical_parity_difference,-0.08621332339315202,-0.08008946163267483,-0.039512221098035094,-0.08621332339315202
equal_opportunity_difference,-0.029475043029259962,-0.028614457831325324,0.00021514629948360398,-0.029475043029259962
average_abs_odds_difference,0.059181965959074434,0.023398138006571756,0.010208583250751913,0.059181965959074434
disparate_impact,-0.09740478195028024,-0.10405452286309613,-0.043018632276727066,-0.09740478195028024
theil_index,0.0711532006563924,0.11774264594997301,0.0624968608468487,0.0711532006563924
