,classifier,T0,T1,T2
accuracy,0.74,0.72,0.73,0.74
f1,0.8311688311688312,0.8090909090909091,0.810304449648712,0.8311688311688312
statistical_parity_difference,0.10521906263860825,0.1413927356956286,0.11975752796806466,0.10521906263860825
equal_opportunity_difference,0.008176100628930816,0.06603773584905659,-0.03270440251572326,0.008176100628930816
average_abs_odds_difference,0.07210555411964044,0.11435448436288445,0.10096978116653742,0.07210555411964044
disparate_impact,0.5392754485433607,0.5184216122601548,0.38021075391367337,0.5392754485433607
theil_index,0.22539716949254673,0.2040988980783213,0.1756218667734832,0.22539716949254673
