,classifier,T0,T1,T2
accuracy,0.7233333333333334,0.7233333333333334,0.7466666666666667,0.7233333333333334
f1,0.8028503562945368,0.8159645232815964,0.8382978723404254,0.8028503562945368
statistical_parity_difference,-0.09755574614065177,-0.09433962264150941,-0.055317324185248706,-0.09755574614065177
equal_opportunity_difference,-0.08597390493942225,-0.0673345759552656,0.012814538676607645,-0.08597390493942225
average_abs_odds_difference,0.08413278580304445,0.09408395464429947,0.08921976933830383,0.08413278580304445
disparate_impact,-0.14029430499861065,-0.11848160362052346,-0.06370951876251041,-0.14029430499861065
theil_index,0.17681511559507365,0.12723356499938898,0.08269563963827362,0.17681511559507365
