iter	Logloss
181	0.3944760917
182	0.3939978116
183	0.393669913
184	0.3932152669
185	0.3926200031
186	0.3921655261
187	0.3919693654
188	0.3915843333
189	0.3911569049
190	0.3908449373
191	0.39013432
192	0.3898540984
193	0.3893405584
194	0.3890618069
195	0.3886951065
196	0.3881201699
197	0.3875574141
198	0.3871706631
199	0.3868931367
200	0.3862105276
201	0.3858766262
202	0.3850970545
203	0.384861002
204	0.3845758763
205	0.3841773811
206	0.3838193077
207	0.383474456
208	0.3828826954
209	0.3823219777
210	0.3817363371
211	0.3813460795
212	0.3810513925
213	0.3806124918
214	0.380258171
215	0.3798924835
216	0.3796192971
217	0.3792194166
218	0.3789478094
219	0.3786415296
220	0.378278028
221	0.3776369831
222	0.3772786189
223	0.3770013381
224	0.3765114672
225	0.3760028602
226	0.3757557319
227	0.3754218564
228	0.3751902236
229	0.3746399194
230	0.3742101417
231	0.3739249642
232	0.3736696549
233	0.373208937
234	0.3728782352
235	0.3725447944
236	0.3723452703
237	0.3719763166
238	0.3717198823
239	0.3714659138
240	0.3712036829
241	0.3711048377
242	0.3707296867
243	0.3702162949
244	0.3697549723
245	0.3697312977
246	0.3694446388
247	0.3690528872
248	0.3688471611
249	0.3686980946
250	0.3685113261
251	0.3682466645
252	0.3680523775
253	0.3678869551
254	0.3676133653
255	0.3674564686
256	0.366953561
257	0.3669092263
258	0.3666097105
259	0.3663551224
260	0.3660373896
261	0.3658381299
262	0.3656486731
263	0.3653972467
264	0.3651630042
265	0.3649699917
266	0.3647461948
267	0.364371107
268	0.3640735245
269	0.3639561793
270	0.3637893491
271	0.3634795868
272	0.3632271584
273	0.3629649603
274	0.3628575737
275	0.3625685208
276	0.3624180524
277	0.3621861254
278	0.3618947165
279	0.3616564737
280	0.3615091351
281	0.3611759635
282	0.3605442193
283	0.3601983413
284	0.3597819141
285	0.3595309501
286	0.3590954165
287	0.3590245352
288	0.3585488187
289	0.3583488424
290	0.3581169127
291	0.3578239378
292	0.3575884687
293	0.3571924752
294	0.3570575826
295	0.3569267759
296	0.3564874471
297	0.3563577785
298	0.3561518321
299	0.3557616126
300	0.3551671584
301	0.3548182395
302	0.3546902947
303	0.3543839918
304	0.3541684256
305	0.3540058905
306	0.3535375146
307	0.3534523543
308	0.3531945578
309	0.3528073694
310	0.3525584795
311	0.3523777281
312	0.3521247249
313	0.351499966
314	0.3514201168
315	0.3512553118
316	0.3510706487
317	0.3508010881
318	0.3506952995
319	0.3505016878
320	0.3500757409
321	0.3498573165
322	0.3498020965
323	0.3497129027
324	0.3496164263
325	0.349578963
326	0.349242972
327	0.3490087279
328	0.3488360001
329	0.3487054886
330	0.3485392927
331	0.3483548169
332	0.3482162427
333	0.3479943811
334	0.3478262028
335	0.3477073714
336	0.3474374066
337	0.3472851699
338	0.3471487304
339	0.3470955683
340	0.3469344647
341	0.3466677575
342	0.3464833792
343	0.346342546
344	0.3460342956
345	0.3456754489
346	0.3455483111
347	0.3452711526
348	0.3450650882
349	0.3447850453
350	0.344731953
351	0.3445980816
352	0.3444670078
353	0.3443252744
354	0.3442508138
355	0.3439736338
356	0.3436560057
357	0.3434436063
358	0.3433632325
359	0.3431850373
360	0.3431180527
361	0.3428535777
362	0.3427741494
363	0.3426301451
364	0.3425511702
365	0.3424619357
366	0.3423960013
367	0.3419891412
368	0.3418924756
369	0.3418179777
370	0.3416107499
371	0.3414895463
372	0.3412549964
373	0.3411293101
374	0.3409111132
375	0.3407782056
376	0.340492755
377	0.3403405914
378	0.3398903749
379	0.3397356996
380	0.3396459519
381	0.3394429655
382	0.3393781247
383	0.3390421289
384	0.3387691244
385	0.3383056831
386	0.3382290599
387	0.3381975834
388	0.3380215727
389	0.3378235912
390	0.3376589414
391	0.3375866017
392	0.3373866655
393	0.337223719
394	0.3370175013
395	0.3369591752
396	0.3367702182
397	0.3365983127
398	0.3364177118
399	0.3363157862
400	0.3360963025
401	0.3359398355
402	0.3358336336
403	0.335495976
404	0.3354430791
405	0.3353242812
406	0.335039006
407	0.3348074881
408	0.3347018429
409	0.3345450103
410	0.3343955467
411	0.3343201553
412	0.3342389678
413	0.3341231351
414	0.3340036984
415	0.3338491124
416	0.3336960591
417	0.3334691252
418	0.3331806913
419	0.333010771
420	0.3328824593
421	0.3327705636
422	0.3324738022
423	0.3323234599
424	0.3321641438
425	0.3320145425
426	0.3317962395
427	0.3316793848
428	0.3316558688
429	0.3314860589
430	0.3313891042
431	0.3312592836
432	0.3311686874
433	0.3310466157
434	0.330917915
435	0.3308292701
436	0.3307218924
437	0.3305911358
438	0.3304639317
439	0.3303234219
440	0.3301734556
441	0.329856153
442	0.3295627677
443	0.3294409138
444	0.3292399074
445	0.3291433837
446	0.3289651168
447	0.3285625927
448	0.3284734824
449	0.3281860758
450	0.3280497453
451	0.3277004391
452	0.3273880267
453	0.3273078387
454	0.3271319742
455	0.3269138766
456	0.3267547411
457	0.3265222595
458	0.3263739589
459	0.3261898825
460	0.3261345097
461	0.3259906167
462	0.3258375257
463	0.3257299635
464	0.3256101169
465	0.3255055061
466	0.3253010681
467	0.3252875877
468	0.3252417043
469	0.3251192551
470	0.3249327348
471	0.3247698032
472	0.3246601321
473	0.3244968932
474	0.3243905198
475	0.3242851297
476	0.3241278724
477	0.323820279
478	0.3237155836
479	0.3236216725
480	0.3235720953
481	0.3234960608
482	0.3234026972
483	0.3231544284
484	0.3230787991
485	0.3230174711
486	0.3229151212
487	0.3227477188
488	0.3225613715
489	0.3225065678
490	0.3224446473
491	0.3222496997
492	0.3221116095
493	0.3220615922
494	0.321996932
495	0.321922513
496	0.3218650636
497	0.3216779313
498	0.3215229119
499	0.321309975
500	0.3211861622
501	0.3210790172
502	0.321012882
503	0.3209372202
504	0.3207882569
505	0.3206310607
506	0.3205157081
507	0.3204208381
508	0.3203116782
509	0.3202682444
510	0.3202195865
511	0.3200266366
512	0.3198355128
513	0.3197250882
514	0.3196175165
515	0.3194610385
516	0.3193178755
517	0.3192260165
518	0.3190349199
519	0.3190129152
520	0.3189262082
521	0.3186907634
522	0.3186377027
523	0.3185479416
524	0.3184106316
525	0.3181761778
526	0.3180550745
527	0.3178030255
528	0.3177291052
529	0.3176304276
530	0.3174218644
531	0.3172913095
532	0.3171821352
533	0.3171112475
534	0.3169589219
535	0.3166593488
536	0.3166539425
537	0.3164507105
538	0.3162019047
539	0.3160538487
540	0.3158367741
541	0.3155906
542	0.3152556243
543	0.3148909494
544	0.3148009251
545	0.3147408604
546	0.3146859481
547	0.3145674465
548	0.3143953599
549	0.3143008391
550	0.3142302552
551	0.3141793732
552	0.3140947867
553	0.3139765798
554	0.3139333515
555	0.3137747138
556	0.3135369622
557	0.3134629617
558	0.3132897689
559	0.3130940383
560	0.3129833289
561	0.3128672468
562	0.3126457746
563	0.3125828784
564	0.3124250181
565	0.3123444015
566	0.3121723809
567	0.3121295768
568	0.3119091782
569	0.3118110071
570	0.3116833772
571	0.3116284019
572	0.3113811733
573	0.3112795028
574	0.3111867852
575	0.3109584103
576	0.3109235945
577	0.3107584975
578	0.3105493203
579	0.3103741897
580	0.3103668465
581	0.3100279749
582	0.3098913978
583	0.3097718703
584	0.3095951639
585	0.3094239722
586	0.3091539166
587	0.3090767062
588	0.3088905606
589	0.3087114686
590	0.3084450623
591	0.3083783156
592	0.3083203231
593	0.3081687362
594	0.3079889958
595	0.3078862388
596	0.3075129627
597	0.307337889
598	0.3072777454
599	0.3072484476
600	0.3071471837
601	0.3070641668
602	0.3067946128
603	0.3066310677
604	0.3065686212
605	0.3065031196
606	0.3063999035
607	0.3061562282
608	0.3060507392
609	0.3058722034
610	0.3058138128
611	0.3057029864
612	0.305675047
613	0.3055827551
614	0.305398394
615	0.305235803
616	0.3051821168
617	0.3049363803
618	0.3048591853
619	0.3047492719
620	0.3047179497
621	0.3046795973
622	0.304586195
623	0.3045522622
624	0.3044946213
625	0.3043839086
626	0.3042100355
627	0.3039794814
628	0.3037353068
629	0.3036601653
630	0.3035801441
631	0.3035233494
632	0.3035011554
633	0.3033527153
634	0.3032749081
635	0.3031819383
636	0.3030770155
637	0.3029079361
638	0.3027789196
639	0.3025234806
640	0.3023418052
641	0.3022204114
642	0.3021317809
643	0.3020064487
644	0.3019354625
645	0.3018530767
646	0.3016516527
647	0.3015843255
648	0.3013852837
649	0.3013400195
650	0.3013082272
651	0.3011501222
652	0.3010631157
653	0.3008864189
654	0.3007842544
655	0.3006576465
656	0.3004988124
657	0.3003204528
658	0.300235775
659	0.3001616121
660	0.300126641
661	0.3000566047
662	0.2999352238
663	0.2999140041
664	0.2997775016
665	0.2996178041
666	0.2994681289
667	0.2993822346
668	0.2992771393
669	0.2992068417
670	0.2990938117
671	0.2989780454
672	0.2988411105
673	0.2987059262
674	0.2985190141
675	0.2983533887
676	0.298326112
677	0.2982314608
678	0.29814205
679	0.29796555
680	0.2979285234
681	0.2977436014
682	0.2976761113
683	0.2975870669
684	0.2974978826
685	0.2974023886
686	0.2973361044
687	0.2972634656
688	0.297235229
689	0.2972084468
690	0.2969567996
691	0.2967965235
692	0.2967187761
693	0.2966297366
694	0.2966104113
695	0.296566149
696	0.2964891976
697	0.2963046598
698	0.2960549963
699	0.2959126915
700	0.2958336388
701	0.2957682949
702	0.2956566237
703	0.295506291
704	0.2954082866
705	0.2952703632
706	0.2950819814
707	0.2949328083
708	0.294844613
709	0.2945286454
710	0.2944790997
711	0.2942236144
712	0.2941889252
713	0.2938535858
714	0.2936779583
715	0.2935750169
716	0.2934258022
717	0.2932928168
718	0.2932448788
719	0.2929469536
720	0.2928396762
721	0.2927446394
722	0.2926061101
723	0.2924407532
724	0.2924101515
725	0.2923537218
726	0.2922492615
727	0.2921745256
728	0.2921228781
729	0.2920159606
730	0.2917781923
731	0.2916206516
732	0.2914893713
733	0.2913351905
734	0.2912389778
735	0.2910298346
736	0.2908895527
737	0.2908010449
738	0.2907742618
739	0.2906563464
740	0.2906046219
741	0.2903964825
742	0.2902663036
743	0.2898941222
744	0.2897481866
745	0.2896360558
746	0.2895514454
747	0.2893527653
748	0.2892717656
749	0.2891756509
750	0.2891242036
751	0.2889796765
752	0.2889358672
753	0.2888945449
754	0.2887147472
755	0.2886489355
756	0.2885351167
757	0.2883207975
758	0.2882184089
759	0.288045101
760	0.2879252525
761	0.2878176287
762	0.2875577453
763	0.2874740154
764	0.2873709011
765	0.287317125
766	0.2872802972
767	0.287182247
768	0.2871250461
769	0.2867988895
770	0.2867108113
771	0.2865670492
772	0.2865056098
773	0.2863153656
774	0.2862655237
775	0.2861037474
776	0.2860463311
777	0.2859013931
778	0.2858363555
779	0.2857184525
780	0.2856762285
781	0.285557734
782	0.2855119595
783	0.2854069479
784	0.2849815523
785	0.2848124409
786	0.2847199244
787	0.2846727677
788	0.2845668473
789	0.2843686306
790	0.2842904241
791	0.2841556521
792	0.2838835597
793	0.283821687
794	0.2837659319
795	0.2836949739
796	0.2836119584
797	0.283384487
798	0.2833295346
799	0.2832459223
800	0.2831078111
801	0.2830200855
802	0.2828605352
803	0.2827080448
804	0.2825645067
805	0.2825004223
806	0.2824080019
807	0.2823646322
808	0.2823507313
809	0.2823125045
810	0.2822073505
811	0.2821550489
812	0.2820708551
813	0.2818960962
814	0.2818049047
815	0.2817664103
816	0.2817129764
817	0.2816784387
818	0.2814655438
819	0.2811799389
820	0.2811152825
821	0.2810097601
822	0.2809060499
823	0.2806219347
824	0.2805310404
825	0.2803897409
826	0.2801990581
827	0.2801415036
828	0.2800164256
829	0.2799751969
830	0.2797913996
831	0.27963859
832	0.2796075272
833	0.2795476101
834	0.2795340427
835	0.2794265102
836	0.2793211985
837	0.2790436625
838	0.278953428
839	0.2788005439
840	0.2785719435
841	0.2784087691
842	0.2783606702
843	0.2781982532
844	0.2780924766
845	0.2779192968
846	0.2778118832
847	0.2777085949
848	0.2775309769
849	0.2773686234
850	0.2772845099
851	0.277037751
852	0.2769289643
853	0.2767110975
854	0.2766862718
855	0.2765968209
856	0.276476107
857	0.2763780563
858	0.2761642938
859	0.2761038272
860	0.2759251924
861	0.2757242438
862	0.275620396
863	0.275471243
864	0.2752537923
865	0.2751714424
866	0.2748887845
867	0.2748189273
868	0.2747566165
869	0.2747183353
870	0.2746843527
871	0.274631829
872	0.2745693972
873	0.2744931816
874	0.2742328477
875	0.2741837607
876	0.2740482109
877	0.2739927234
878	0.2738610537
879	0.2736856722
880	0.2735803476
881	0.2735661911
882	0.2734280617
883	0.2733944972
884	0.2732767562
885	0.2732176375
886	0.2731893187
887	0.27315321
888	0.2731030045
889	0.2730230525
890	0.2729267673
891	0.2728412338
892	0.2726983341
893	0.2726397371
894	0.272443004
895	0.2723167435
896	0.2721977587
897	0.2720494481
898	0.2719216524
899	0.2717019685
900	0.2716401292
901	0.271516734
902	0.2713510058
903	0.2712915756
904	0.2710312201
905	0.2708886539
906	0.2708030392
907	0.2707595754
908	0.2706378777
909	0.270573725
910	0.2705648137
911	0.2704953521
912	0.2702914479
913	0.2700361107
914	0.2698749244
915	0.2698259296
916	0.2696212021
917	0.2695125912
918	0.2694211584
919	0.2692871271
920	0.2692743719
921	0.2692446737
922	0.2691058339
923	0.2690501395
924	0.2689189863
925	0.2688829741
926	0.2688226169
927	0.2687985247
928	0.2685961886
929	0.2683701544
930	0.2681179687
931	0.2679852092
932	0.2678810432
933	0.2678173391
934	0.2676003968
935	0.26725813
936	0.2671626747
937	0.2670318631
938	0.2670001429
939	0.2669268715
940	0.2667046711
941	0.2665025204
942	0.2664382959
943	0.2663304983
944	0.2662350004
945	0.2659926845
946	0.2658870865
947	0.2658536759
948	0.2656926488
949	0.2656411661
950	0.2654651296
951	0.2654227178
952	0.2653983409
953	0.2653292836
954	0.2651070301
955	0.2650871788
956	0.264769911
957	0.2647562734
958	0.264573285
959	0.2645088126
960	0.264418774
961	0.2642898517
962	0.2640214143
963	0.2638979283
964	0.2638009713
965	0.2635597007
966	0.263356118
967	0.2631456126
968	0.2630575363
969	0.2629408435
970	0.2628387139
971	0.2627279309
972	0.2626495333
973	0.2625080388
974	0.2623500547
975	0.2622533442
976	0.2621387069
977	0.2621080985
978	0.2620183394
979	0.2619043252
980	0.2616757472
981	0.2615911602
982	0.2615211497
983	0.2615095948
984	0.2613727717
985	0.2613504468
986	0.2612794874
987	0.261159701
988	0.2608796356
989	0.2607426075
990	0.2606554046
991	0.2605557122
992	0.2603430323
993	0.2601772683
994	0.2601346043
995	0.2600121756
996	0.259916779
997	0.2598954179
998	0.259665945
999	0.2595553317
