-1.849867537,-2.09459132,-1.929989317,-1.966742928,-2.032697511,-1.96875596,-1.894369707,-2.015412353,-1.898582409,-1.949797933,,-1.960080697
-5.371010456,-5.371010456,-5.371010456,-5.371010456,-5.371010456,-5.371010456,-5.371010456,-5.371010456,-5.371010456,-5.371010456,,-5.371010456
-4.125186844,-4.125186844,-4.125186844,-4.125186844,-4.125186844,-4.125186844,-4.125186844,-4.125186844,-4.125186844,-4.125186844,,-4.125186844
-2.439637219,-2.501839812,-2.391918332,-2.525042019,-2.562539054,-2.473233053,-2.47842834,-2.503947131,-2.423463877,-2.311904253,,-2.461195309
-3.292420023,-3.699809542,-2.845468279,-3.458161971,-3.43716971,-3.454909427,-3.594246873,-3.594246873,-3.120378525,-3.340448724,,-3.383725994
-2.584045839,-2.607405213,-2.637664652,-2.708560607,-2.509056183,-2.543258689,-2.637664652,-2.611118713,-2.611118713,-2.674948731,,-2.612484199
,,,,,,,,,,,
-1.312403488,-1.347205502,-1.302329096,-1.330110398,-1.336289719,-1.30893243,-1.304909854,-1.304409871,-1.323047713,-1.300614327,,-1.31702524
-1.310799818,-1.328438841,-1.29156207,-1.302336539,-1.310873949,-1.307293466,-1.289309285,-1.287146764,-1.286786587,-1.319582413,,-1.303412973
-1.421608256,-1.456874284,-1.454163942,-1.418864373,-1.457236395,-1.472135264,-1.459556511,-1.449643249,-1.420723257,-1.458919019,,-1.446972455
-1.279049678,-1.319354875,-1.298400741,-1.26024226,-1.370486108,-1.269613757,-1.294863291,-1.282720951,-1.258805977,-1.27407244,,-1.290761008
-1.445722009,-1.488003559,-1.476421438,-1.463448539,-1.537408705,-1.538544215,-1.581706238,-1.538564584,-1.500524363,-1.508014576,,-1.507835823
-1.399727445,-1.398322521,-1.402609968,-1.443916344,-1.363282782,-1.443137935,-1.384546456,-1.416789273,-1.397790128,-1.421803943,,-1.40719268
,,,,,,,,,,,
1.379821794,1.369300816,1.497615471,1.309034522,1.351687038,1.369590803,1.426673184,1.426339546,1.150729163,1.250245093,,1.353103743
1.427624602,1.541460193,1.319548949,1.353964051,1.440854745,1.602228497,1.369738042,1.459627528,1.309529745,1.313997162,,1.413857351
1.0401282,1.06257472,1.074326543,1.091198654,1.046689087,1.066070311,1.060312033,1.049293742,1.080647883,1.089207766,,1.066044894
1.389391537,1.377675498,1.35107518,1.395998639,1.601283692,1.20465564,1.174318722,1.338354846,1.310149347,1.320903041,,1.346380614
1.599474976,1.612586068,1.575002774,1.573033506,1.604064162,1.629913588,1.615740198,1.604051672,1.640306685,1.615816196,,1.606998982
1.256748966,1.256748966,1.256748966,1.256748966,1.256748966,1.256748966,1.256748966,1.256748966,1.256748966,1.256748966,,1.256748966
,,,,,,,,,,,
0.091816293,-0.116880819,-0.024750039,0.068054638,0.20120993,-0.151937882,-0.071478187,-0.005353572,0.066429076,0.182703029,,0.023981247
0.29584607,0.192180671,0.27856096,0.348705389,0.376549553,0.306307153,0.29338691,0.272561528,0.277153811,0.282953488,,0.292420553
-0.073900238,-0.068698979,-0.018656797,-0.10795963,-0.053659326,-0.030989631,-0.059291763,-0.105509131,0.138469766,-0.06507994,,-0.044527567
-0.094876097,-0.094876097,-0.094876097,-0.094876097,-0.094876097,-0.094876097,-0.094876097,-0.094876097,-0.094876097,-0.094876097,,-0.094876097
-0.122003206,0.011209061,0.001540524,-0.067097649,-0.012589087,0.041252111,-0.059311012,-0.025610499,-0.033897276,-0.124745469,,-0.03912525
-0.280104526,-0.280104526,-0.280104526,-0.280104526,-0.280104526,-0.280104526,-0.280104526,-0.280104526,-0.280104526,-0.280104526,,-0.280104526
