-2.092713044,-2.049997085,-2.012565693,-2.053355732,-1.884444653,-1.989119354,-2.047095132,-1.923192079,-2.092713044,-2.214785755,,-2.035998157
-4.433293601,-4.433293601,-4.433293601,-4.433293601,-4.433293601,-4.433293601,-4.433293601,-4.433293601,-4.433293601,-4.433293601,,-4.433293601
-3.380105659,-3.380105659,-3.380105659,-3.380105659,-3.380105659,-3.380105659,-3.380105659,-3.380105659,-3.380105659,-3.380105659,,-3.380105659
-2.404559937,-2.393774783,-2.382289779,-2.343190405,-2.462078461,-2.492772723,-2.495960844,-2.424508828,-2.458731947,-2.350918231,,-2.420878594
-3.011754616,-2.97663194,-3.110805655,-3.031324773,-2.837931197,-2.491847274,-3.0654931,-3.383086213,-2.994564874,-2.90326355,,-2.980670319
-2.697831082,-2.664210121,-2.637754173,-2.63392911,-2.539337195,-2.667528326,-2.63392911,-2.63392911,-2.51622277,-2.485984734,,-2.611065573
,,,,,,,,,,,
-1.376739639,-1.310172671,-1.332317955,-1.327490903,-1.320775714,-1.354059756,-1.34146675,-1.307829036,-1.3536766,-1.300992236,,-1.332552126
-1.314771674,-1.27607984,-1.305585269,-1.288435701,-1.298044765,-1.263093512,-1.301385334,-1.293086132,-1.318856842,-1.266782839,,-1.292612191
-1.341053452,-1.328968719,-1.297785511,-1.312580813,-1.31712856,-1.339294936,-1.313731689,-1.295741702,-1.323875453,-1.307405319,,-1.317756615
-1.233204425,-1.15329197,-1.240233439,-1.221878908,-1.233755135,-1.149998833,-1.235948957,-1.23315422,-1.217391836,-1.221717479,,-1.21405752
-1.479669283,-1.465411939,-1.452495801,-1.48917422,-1.518716181,-1.493050463,-1.469635077,-1.517141715,-1.473900536,-1.483262647,,-1.484245786
-1.491719439,-1.496868536,-1.464194024,-1.559149994,-1.468963081,-1.44741441,-1.466196613,-1.434027211,-1.43990777,-1.446525554,,-1.471496663
,,,,,,,,,,,
1.388931413,1.226338684,1.262196223,1.301545772,1.271017392,1.247938283,1.379603171,1.283895504,1.285223819,1.286223684,,1.293291394
1.533640131,1.329924953,1.390813053,1.416085247,1.271578983,1.778540541,1.372925008,1.623333269,1.572861987,1.492662416,,1.478236559
0.932962007,0.958323905,0.963005173,0.962004692,0.95379392,0.964899956,0.958176238,0.959468434,0.965233222,0.957589051,,0.95754566
1.12670569,1.297148928,1.504612701,1.315100311,1.378075205,1.302401116,1.389283659,1.376138705,1.556870196,1.370552373,,1.361688889
1.710121451,1.701196108,1.718706112,1.786675702,1.786317338,1.708275853,1.776288156,1.750008151,1.765571896,1.717678842,,1.742083961
0.984272594,0.984272594,0.984272594,0.984272594,0.984272594,0.984272594,0.984272594,0.984272594,0.984272594,0.984272594,,0.984272594
,,,,,,,,,,,
-0.092973767,-0.085878048,-0.067384953,-0.0039191,0.001837621,0.148500856,0.275280741,-0.008239848,0.087537782,0.083898831,,0.033866012
0.502949056,0.471231806,0.379954003,0.477951723,0.477951723,0.378562003,0.403320911,0.339510943,0.44641389,0.39559099,,0.427343705
-0.001976625,-0.01997819,0.091424101,0.117722628,-0.131067341,0.014791059,-0.033911725,0.13827486,0.008710947,0.004709033,,0.018869875
-0.160027728,-0.160027728,-0.160027728,-0.160027728,-0.160027728,-0.160027728,-0.160027728,-0.160027728,-0.160027728,-0.160027728,,-0.160027728
0.090085378,0.073705307,-0.004719827,-0.00989676,0.077138339,-0.068627628,0.039761764,-0.032434454,-0.036824452,-0.086467139,,0.004172053
-0.035872198,-0.035872198,-0.035872198,-0.035872198,-0.035872198,-0.035872198,-0.035872198,-0.035872198,-0.035872198,-0.035872198,,-0.035872198
