-3.676015475,-3.676015475,-3.676015475,-3.44615025,-3.588667234,-3.675338429,-3.676015475,-3.607912818,-3.554158877,-3.574369562,-3.615065907
-4.25763302,-4.302198297,-4.533532061,-4.302198297,-4.307113503,-4.088793733,-4.30470545,-3.961704569,-4.309424771,-4.309424771,-4.267672847
-2.857338487,-3.141310677,-2.956018176,-3.021561533,-2.926106671,-3.220523859,-2.982800954,-3.212413085,-3.022638716,-3.324337889,-3.066505005
-2.960544335,-2.800842266,-2.778285091,-2.766070298,-2.731127793,-2.623949711,-2.835447541,-2.926085788,-2.647088332,-2.924881682,-2.799432284
-3.623466099,-3.585021325,-3.623466099,-3.630180296,-3.616518646,-3.585021325,-3.426638798,-3.578587235,-3.578587235,-3.578587235,-3.582607429
-3.274508319,-3.258110484,-2.970889341,-3.243515547,-3.287614644,-2.957852694,-3.216122622,-3.258110484,-2.722218272,-3.024321049,-3.121326346
,,,,,,,,,,
-1.876085987,-1.888136478,-1.897958401,-1.634081434,-1.750544202,-1.676252627,-1.761798573,-2.059380936,-1.895901949,-1.975445565,-1.841558615
-1.555037386,-1.735485054,-1.546568912,-1.796953814,-1.857036835,-1.889973082,-1.619607855,-1.65714166,-1.603465532,-1.648043384,-1.690931351
-2.091670854,-1.813918455,-1.866956171,-1.876479546,-1.834840487,-1.74345702,-1.678023207,-1.691787375,-2.223379711,-2.161309273,-1.89818221
-1.607679963,-1.610781465,-1.619307763,-1.599100915,-1.642773148,-1.581264548,-1.612988881,-1.562790458,-1.589404317,-1.565989028,-1.599208049
-1.478048125,-1.355653802,-1.481905934,-1.397725674,-1.471184894,-1.228404263,-1.482195567,-1.361340141,-1.427953724,-1.442379022,-1.412679115
-1.263808846,-1.262717882,-1.299355134,-1.23613703,-1.257164887,-1.352839638,-1.254166939,-1.256466444,-1.264765691,-1.249690304,-1.269711279
,,,,,,,,,,
1.072196424,0.947768369,0.910403093,0.850544675,0.874612888,0.931700633,1.038046176,0.831824849,0.813359373,1.096240854,0.936669733
0.145714704,0.137410788,0.132899899,0.121809626,0.134925447,0.115315726,0.127226334,0.135013304,0.132978877,0.137156527,0.132045123
1.261686682,1.329619844,1.33831983,1.151420898,1.393569566,1.17509839,1.363444866,1.246253378,1.176470445,1.251247185,1.268713108
0.879185704,0.884963257,0.910898621,0.858974302,0.877409974,0.895476377,0.873792775,0.886431656,0.871909534,0.888201179,0.882724338
1.693659576,1.805396707,1.760490146,1.803308793,1.745153551,1.820374082,1.770643798,1.825101431,1.842256599,1.686842562,1.775322724
1.461346754,1.539379438,1.620300544,1.179531105,1.38278928,1.387280741,1.56321334,1.421058868,1.445244406,1.431504127,1.44316486
,,,,,,,,,,
0.069917497,0.153748423,0.111894476,0.170292551,0.20339344,0.052731501,0.221826115,0.247968215,0.147029796,0.200312354,0.157911437
0.22640311,0.22640311,0.132963018,0.156569212,0.156569212,0.115746321,0.181971807,0.197166793,0.139315592,0.099697731,0.163280591
0.199186981,0.248154261,0.223265747,0.119697139,0.174769465,0.150889535,0.158047678,0.06364321,0.176218527,0.150889535,0.166476208
0.786697348,0.700930502,0.808189547,0.929622798,0.709783167,0.785870728,0.620525114,0.875101187,0.771256734,0.700930502,0.768890763
0.056366633,0.032531534,-0.018170273,0.007988576,0.05774468,0.046378258,0.069293518,-0.024674914,0.009051417,-0.024117441,0.021239199
-0.002944625,0.04415137,-0.046502079,-0.069673787,-0.005850369,-0.011899117,-0.000327551,-0.001927242,0.093846309,4.23E-05,-0.000108482
