Titanic,,Adult,,Bank Marketing,,German Credit,
Cum Bias,Dart_Bias,AC_Cum Bias,AC_Dart_Bias,BM_Cum Bias,BM_Dart_Bias,GC_Cum Bias,GC_Dart_Bias
-2.538672,-4.037952,-1.202322,-0.989727,1.443024,1.198789,0.126766,-0.081215
-2.540257,-2.988459,-1.301031,-1.030194764,0.128937,0.112667,0.221741,0.040632
-1.884282,-2.579277,-1.23524,-1.18475778,1.701529,1.381399,-0.119469,0.358002
-2.66085,-2.704293,-1.337389,-1.087820492,0.852507,0.805696,-0.184982,-0.0601
-2.132719,-2.256663,-1.17982,-1.042685535,1.257965,1.040978,-0.122601,-0.094517
-2.427022,-3.654458,-1.203514,-1.323301177,1.3928,1.139783,0.057833,0.005787
-2.363967,-3.036850333,-1.2513988,-1.109747791,1.129460333,0.946552,-0.003452,0.028098167
