,classifier,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14
accuracy,0.7033333333333334,0.6466666666666666,0.6833333333333333,0.67,0.7266666666666667,0.68,0.6933333333333334,0.6833333333333333,0.7,0.7066666666666667,0.71,0.7066666666666667,0.7266666666666667,0.7333333333333333,0.7066666666666667,0.7033333333333334
f1,0.4105960264900662,0.4301075268817205,0.30656934306569344,0.42105263157894735,0.39705882352941174,0.42168674698795183,0.31343283582089554,0.3790849673202614,0.4,0.4133333333333333,0.3916083916083916,0.42105263157894735,0.39705882352941174,0.4936708860759494,0.37142857142857144,0.4105960264900662
statistical_parity_difference,-0.12478559176672388,0.04030874785591765,-0.030017152658662116,-0.030445969125214467,-0.03473413379073764,-0.08619210977701541,-0.07632933104631223,-0.13143224699828482,-0.065180102915952,-0.04909948542024012,-0.06603773584905659,-0.13614922813036023,-0.05081475128644941,0.004716981132075526,-0.06410806174957118,-0.12478559176672388
equal_opportunity_difference,-0.13957816377171217,0.004549214226633569,-0.007444168734491274,-0.06596360628618692,-0.05231596360628621,-0.09160463192721258,-0.11683209263854433,-0.1364764267990074,-0.0494210090984285,-0.05583126550868489,-0.05893300248138966,-0.11703887510339117,-0.02977667493796521,-0.010752688172043001,-0.06534325889164605,-0.13957816377171217
average_abs_odds_difference,0.1027561148528891,0.07782405766276734,0.041496809641970944,0.07281696797825832,0.0419546850998464,0.07121440387569422,0.07696000236322825,0.11906238922367957,0.06660610894481866,0.032723325062034736,0.06105990783410142,0.13887658040883843,0.05541031549096059,0.043837882547559937,0.053962838237031796,0.1027561148528891
disparate_impact,-0.16806953408675326,0.06093913667985458,-0.0370412716803491,-0.043685814399017794,-0.04273929279498689,-0.12290256228674146,-0.09419968552029773,-0.17901153295073652,-0.08583143584978108,-0.06435708232731202,-0.08438739227754738,-0.18487665240313444,-0.06279376778276377,0.006309169193264756,-0.080843894338742,-0.16806953408675326
theil_index,0.18346111292472023,0.2856015162426697,0.17242767387611374,0.2412533489548844,0.14322676219155123,0.22533272966970566,0.1609442324026852,0.20023908382537273,0.183966898869713,0.1795519486750637,0.16554974872392378,0.18294184471849595,0.14322676219155125,0.17500344305726895,0.16264539165002545,0.18346111292472023
